year,round,from_country,to_country,total_points,televoting_points,jury_points
1996,final,FR,PT,5,NA,NA
1996,final,FR,NL,10,NA,NA
1996,final,FR,GB,8,NA,NA
1996,final,FR,CY,2,NA,NA
1996,final,FR,MT,0,NA,NA
1996,final,FR,AT,12,NA,NA
1996,final,FR,TR,4,NA,NA
1996,final,FR,IS,0,NA,NA
1996,final,FR,GR,0,NA,NA
1996,final,FR,PL,0,NA,NA
1996,final,FR,CH,0,NA,NA
1996,final,FR,BE,0,NA,NA
1996,final,FR,SK,0,NA,NA
1996,final,FR,ES,0,NA,NA
1996,final,FR,SI,0,NA,NA
1996,final,FR,BA,0,NA,NA
1996,final,FR,FI,0,NA,NA
1996,final,GR,IE,10,NA,NA
1996,final,GR,NO,0,NA,NA
1996,final,GR,SE,0,NA,NA
1996,final,GR,HR,1,NA,NA
1996,final,GR,EE,0,NA,NA
1996,final,GR,PT,5,NA,NA
1996,final,GR,NL,0,NA,NA
1996,final,GR,GB,0,NA,NA
1996,final,GR,CY,12,NA,NA
1996,final,GR,MT,8,NA,NA
1996,final,GR,AT,2,NA,NA
1996,final,GR,TR,0,NA,NA
1996,final,GR,IS,3,NA,NA
1996,final,GR,PL,7,NA,NA
1996,final,GR,CH,0,NA,NA
1996,final,GR,BE,0,NA,NA
1996,final,GR,SK,4,NA,NA
1996,final,GR,FR,0,NA,NA
1996,final,GR,ES,6,NA,NA
1996,final,GR,SI,0,NA,NA
1996,final,GR,BA,0,NA,NA
1996,final,GR,FI,0,NA,NA
1996,final,IS,IE,0,NA,NA
1996,final,IS,NO,8,NA,NA
1996,final,IS,SE,6,NA,NA
1996,final,IS,HR,5,NA,NA
1996,final,IS,EE,12,NA,NA
1996,final,IS,PT,10,NA,NA
1996,final,IS,NL,2,NA,NA
1996,final,IS,GB,4,NA,NA
1996,final,IS,CY,0,NA,NA
1996,final,IS,MT,0,NA,NA
1996,final,IS,AT,0,NA,NA
1996,final,IS,TR,0,NA,NA
1996,final,IS,GR,0,NA,NA
1996,final,IS,PL,0,NA,NA
1996,final,IS,CH,3,NA,NA
1996,final,IS,BE,0,NA,NA
1996,final,IS,SK,0,NA,NA
1996,final,IS,FR,0,NA,NA
1996,final,IS,ES,0,NA,NA
1996,final,IS,SI,1,NA,NA
1996,final,IS,BA,0,NA,NA
1996,final,IS,FI,7,NA,NA
1996,final,IE,NO,7,NA,NA
1996,final,IE,SE,12,NA,NA
1996,final,IE,HR,6,NA,NA
1996,final,IE,EE,2,NA,NA
1996,final,IE,PT,0,NA,NA
1996,final,IE,NL,5,NA,NA
1996,final,IE,GB,3,NA,NA
1996,final,IE,CY,1,NA,NA
1996,final,IE,MT,0,NA,NA
1996,final,IE,AT,8,NA,NA
1996,final,IE,TR,0,NA,NA
1996,final,IE,IS,10,NA,NA
1996,final,IE,GR,0,NA,NA
1996,final,IE,PL,0,NA,NA
1996,final,IE,CH,4,NA,NA
1996,final,IE,BE,0,NA,NA
1996,final,IE,SK,0,NA,NA
1996,final,IE,FR,0,NA,NA
1996,final,IE,ES,0,NA,NA
1996,final,IE,SI,0,NA,NA
1996,final,IE,BA,0,NA,NA
1996,final,IE,FI,0,NA,NA
1996,final,MT,IE,4,NA,NA
1996,final,MT,NO,0,NA,NA
1996,final,MT,SE,0,NA,NA
1996,final,MT,HR,7,NA,NA
1996,final,MT,EE,0,NA,NA
1996,final,MT,PT,0,NA,NA
1996,final,MT,NL,0,NA,NA
1996,final,MT,GB,6,NA,NA
1996,final,MT,CY,2,NA,NA
1996,final,MT,AT,12,NA,NA
1996,final,MT,TR,10,NA,NA
1996,final,MT,IS,0,NA,NA
1996,final,MT,GR,1,NA,NA
1996,final,MT,PL,0,NA,NA
1996,final,MT,CH,0,NA,NA
1996,final,MT,BE,0,NA,NA
1996,final,MT,SK,8,NA,NA
1996,final,MT,FR,0,NA,NA
1996,final,MT,ES,5,NA,NA
1996,final,MT,SI,0,NA,NA
1996,final,MT,BA,3,NA,NA
1996,final,MT,FI,0,NA,NA
1996,final,NL,IE,12,NA,NA
1996,final,NL,NO,10,NA,NA
1996,final,NL,SE,8,NA,NA
1996,final,NL,HR,5,NA,NA
1996,final,NL,EE,3,NA,NA
1996,final,NL,PT,6,NA,NA
1996,final,NL,GB,0,NA,NA
1996,final,NL,CY,0,NA,NA
1996,final,NL,MT,0,NA,NA
1996,final,NL,AT,0,NA,NA
1996,final,NL,TR,7,NA,NA
1996,final,NL,IS,0,NA,NA
1996,final,NL,GR,1,NA,NA
1996,final,NL,PL,0,NA,NA
1996,final,NL,CH,4,NA,NA
1996,final,NL,BE,2,NA,NA
1996,final,NL,SK,0,NA,NA
1996,final,NL,FR,0,NA,NA
1996,final,NL,ES,0,NA,NA
1996,final,NL,SI,0,NA,NA
1996,final,NL,BA,0,NA,NA
1996,final,NL,FI,0,NA,NA
1996,final,NO,IE,10,NA,NA
1996,final,NO,SE,6,NA,NA
1996,final,NO,HR,7,NA,NA
1996,final,NO,EE,8,NA,NA
1996,final,NO,PT,12,NA,NA
1996,final,NO,NL,0,NA,NA
1996,final,NO,GB,0,NA,NA
1996,final,NO,CY,0,NA,NA
1996,final,NO,MT,1,NA,NA
1996,final,NO,AT,0,NA,NA
1996,final,NO,TR,0,NA,NA
1996,final,NO,IS,5,NA,NA
1996,final,NO,GR,3,NA,NA
1996,final,NO,PL,0,NA,NA
1996,final,NO,CH,0,NA,NA
1996,final,NO,BE,0,NA,NA
1996,final,NO,SK,0,NA,NA
1996,final,NO,FR,4,NA,NA
1996,final,NO,ES,0,NA,NA
1996,final,NO,SI,0,NA,NA
1996,final,NO,BA,0,NA,NA
1996,final,NO,FI,2,NA,NA
1996,final,PL,IE,12,NA,NA
1996,final,PL,NO,4,NA,NA
1996,final,PL,SE,0,NA,NA
1996,final,PL,HR,2,NA,NA
1996,final,PL,EE,10,NA,NA
1996,final,PL,PT,0,NA,NA
1996,final,PL,NL,7,NA,NA
1996,final,PL,GB,0,NA,NA
1996,final,PL,CY,0,NA,NA
1996,final,PL,MT,6,NA,NA
1996,final,PL,AT,8,NA,NA
1996,final,PL,TR,0,NA,NA
1996,final,PL,IS,3,NA,NA
1996,final,PL,GR,1,NA,NA
1996,final,PL,CH,0,NA,NA
1996,final,PL,BE,0,NA,NA
1996,final,PL,SK,5,NA,NA
1996,final,PL,FR,0,NA,NA
1996,final,PL,ES,0,NA,NA
1996,final,PL,SI,0,NA,NA
1996,final,PL,BA,0,NA,NA
1996,final,PL,FI,0,NA,NA
1996,final,PT,IE,8,NA,NA
1996,final,PT,NO,2,NA,NA
1996,final,PT,SE,4,NA,NA
1996,final,PT,HR,10,NA,NA
1996,final,PT,EE,0,NA,NA
1996,final,PT,NL,7,NA,NA
1996,final,PT,GB,12,NA,NA
1996,final,PT,CY,3,NA,NA
1996,final,PT,MT,0,NA,NA
1996,final,PT,AT,5,NA,NA
1996,final,PT,TR,0,NA,NA
1996,final,PT,IS,6,NA,NA
1996,final,PT,GR,0,NA,NA
1996,final,PT,PL,0,NA,NA
1996,final,PT,CH,0,NA,NA
1996,final,PT,BE,0,NA,NA
1996,final,PT,SK,0,NA,NA
1996,final,PT,FR,1,NA,NA
1996,final,PT,ES,0,NA,NA
1996,final,PT,SI,0,NA,NA
1996,final,PT,BA,0,NA,NA
1996,final,PT,FI,0,NA,NA
1996,final,SK,IE,7,NA,NA
1996,final,SK,NO,0,NA,NA
1996,final,SK,SE,4,NA,NA
1996,final,SK,HR,5,NA,NA
1996,final,SK,EE,0,NA,NA
1996,final,SK,PT,0,NA,NA
1996,final,SK,NL,0,NA,NA
1996,final,SK,GB,6,NA,NA
1996,final,SK,CY,10,NA,NA
1996,final,SK,MT,12,NA,NA
1996,final,SK,AT,3,NA,NA
1996,final,SK,TR,0,NA,NA
1996,final,SK,IS,1,NA,NA
1996,final,SK,GR,8,NA,NA
1996,final,SK,PL,2,NA,NA
1996,final,SK,CH,0,NA,NA
1996,final,SK,BE,0,NA,NA
1996,final,SK,FR,0,NA,NA
1996,final,SK,ES,0,NA,NA
1996,final,SK,SI,0,NA,NA
1996,final,SK,BA,0,NA,NA
1996,final,SK,FI,0,NA,NA
1996,final,SI,IE,12,NA,NA
1996,final,SI,NO,10,NA,NA
1996,final,SI,SE,7,NA,NA
1996,final,SI,HR,3,NA,NA
1996,final,SI,EE,8,NA,NA
1996,final,SI,PT,0,NA,NA
1996,final,SI,NL,5,NA,NA
1996,final,SI,GB,0,NA,NA
1996,final,SI,CY,0,NA,NA
1996,final,SI,MT,4,NA,NA
1996,final,SI,AT,1,NA,NA
1996,final,SI,TR,0,NA,NA
1996,final,SI,IS,6,NA,NA
1996,final,SI,GR,0,NA,NA
1996,final,SI,PL,0,NA,NA
1996,final,SI,CH,2,NA,NA
1996,final,SI,BE,0,NA,NA
1996,final,SI,SK,0,NA,NA
1996,final,SI,FR,0,NA,NA
1996,final,SI,ES,0,NA,NA
1996,final,SI,BA,0,NA,NA
1996,final,SI,FI,0,NA,NA
1996,final,ES,IE,0,NA,NA
1996,final,ES,NO,0,NA,NA
1996,final,ES,SE,0,NA,NA
1996,final,ES,HR,5,NA,NA
1996,final,ES,EE,4,NA,NA
1996,final,ES,PT,0,NA,NA
1996,final,ES,NL,6,NA,NA
1996,final,ES,GB,0,NA,NA
1996,final,ES,CY,7,NA,NA
1996,final,ES,MT,10,NA,NA
1996,final,ES,AT,0,NA,NA
1996,final,ES,TR,8,NA,NA
1996,final,ES,IS,3,NA,NA
1996,final,ES,GR,0,NA,NA
1996,final,ES,PL,0,NA,NA
1996,final,ES,CH,0,NA,NA
1996,final,ES,BE,12,NA,NA
1996,final,ES,SK,2,NA,NA
1996,final,ES,FR,0,NA,NA
1996,final,ES,SI,1,NA,NA
1996,final,ES,BA,0,NA,NA
1996,final,ES,FI,0,NA,NA
1996,final,SE,IE,7,NA,NA
1996,final,SE,NO,10,NA,NA
1996,final,SE,HR,1,NA,NA
1996,final,SE,EE,12,NA,NA
1996,final,SE,PT,4,NA,NA
1996,final,SE,NL,8,NA,NA
1996,final,SE,GB,6,NA,NA
1996,final,SE,CY,2,NA,NA
1996,final,SE,MT,5,NA,NA
1996,final,SE,AT,0,NA,NA
1996,final,SE,TR,0,NA,NA
1996,final,SE,IS,0,NA,NA
1996,final,SE,GR,3,NA,NA
1996,final,SE,PL,0,NA,NA
1996,final,SE,CH,0,NA,NA
1996,final,SE,BE,0,NA,NA
1996,final,SE,SK,0,NA,NA
1996,final,SE,FR,0,NA,NA
1996,final,SE,ES,0,NA,NA
1996,final,SE,SI,0,NA,NA
1996,final,SE,BA,0,NA,NA
1996,final,SE,FI,0,NA,NA
1996,final,CH,IE,12,NA,NA
1996,final,CH,NO,7,NA,NA
1996,final,CH,SE,8,NA,NA
1996,final,CH,HR,1,NA,NA
1996,final,CH,EE,0,NA,NA
1996,final,CH,PT,10,NA,NA
1996,final,CH,NL,3,NA,NA
1996,final,CH,GB,4,NA,NA
1996,final,CH,CY,5,NA,NA
1996,final,CH,MT,0,NA,NA
1996,final,CH,AT,0,NA,NA
1996,final,CH,TR,6,NA,NA
1996,final,CH,IS,0,NA,NA
1996,final,CH,GR,2,NA,NA
1996,final,CH,PL,0,NA,NA
1996,final,CH,BE,0,NA,NA
1996,final,CH,SK,0,NA,NA
1996,final,CH,FR,0,NA,NA
1996,final,CH,ES,0,NA,NA
1996,final,CH,SI,0,NA,NA
1996,final,CH,BA,0,NA,NA
1996,final,CH,FI,0,NA,NA
1996,final,TR,IE,12,NA,NA
1996,final,TR,NO,2,NA,NA
1996,final,TR,SE,0,NA,NA
1996,final,TR,HR,8,NA,NA
1996,final,TR,EE,0,NA,NA
1996,final,TR,PT,5,NA,NA
1996,final,TR,NL,1,NA,NA
1996,final,TR,GB,3,NA,NA
1996,final,TR,CY,0,NA,NA
1996,final,TR,MT,10,NA,NA
1996,final,TR,AT,4,NA,NA
1996,final,TR,IS,0,NA,NA
1996,final,TR,GR,0,NA,NA
1996,final,TR,PL,7,NA,NA
1996,final,TR,CH,0,NA,NA
1996,final,TR,BE,0,NA,NA
1996,final,TR,SK,0,NA,NA
1996,final,TR,FR,0,NA,NA
1996,final,TR,ES,0,NA,NA
1996,final,TR,SI,0,NA,NA
1996,final,TR,BA,6,NA,NA
1996,final,TR,FI,0,NA,NA
1996,final,GB,IE,0,NA,NA
1996,final,GB,NO,8,NA,NA
1996,final,GB,SE,0,NA,NA
1996,final,GB,HR,4,NA,NA
1996,final,GB,EE,10,NA,NA
1996,final,GB,PT,2,NA,NA
1996,final,GB,NL,0,NA,NA
1996,final,GB,CY,12,NA,NA
1996,final,GB,MT,0,NA,NA
1996,final,GB,AT,0,NA,NA
1996,final,GB,TR,6,NA,NA
1996,final,GB,IS,0,NA,NA
1996,final,GB,GR,7,NA,NA
1996,final,GB,PL,0,NA,NA
1996,final,GB,CH,3,NA,NA
1996,final,GB,BE,5,NA,NA
1996,final,GB,SK,0,NA,NA
1996,final,GB,FR,1,NA,NA
1996,final,GB,ES,0,NA,NA
1996,final,GB,SI,0,NA,NA
1996,final,GB,BA,0,NA,NA
1996,final,GB,FI,0,NA,NA
1997,final,AT,GB,12,NA,NA
1997,final,AT,IE,10,NA,NA
1997,final,AT,TR,7,NA,NA
1997,final,AT,IT,1,NA,NA
1997,final,AT,CY,0,NA,NA
1997,final,AT,ES,0,NA,NA
1997,final,AT,FR,0,NA,NA
1997,final,AT,EE,6,NA,NA
1997,final,AT,MT,0,NA,NA
1997,final,AT,SI,0,NA,NA
1997,final,AT,PL,8,NA,NA
1997,final,AT,GR,0,NA,NA
1997,final,AT,HU,0,NA,NA
1997,final,AT,SE,0,NA,NA
1997,final,AT,RU,5,NA,NA
1997,final,AT,DK,0,NA,NA
1997,final,AT,HR,0,NA,NA
1997,final,AT,DE,3,NA,NA
1997,final,AT,BA,4,NA,NA
1997,final,AT,IS,2,NA,NA
1997,final,AT,CH,0,NA,NA
1997,final,AT,NL,0,NA,NA
1997,final,AT,NO,0,NA,NA
1997,final,AT,PT,0,NA,NA
1997,final,BA,GB,10,NA,NA
1997,final,BA,IE,8,NA,NA
1997,final,BA,TR,12,NA,NA
1997,final,BA,IT,6,NA,NA
1997,final,BA,CY,0,NA,NA
1997,final,BA,ES,0,NA,NA
1997,final,BA,FR,3,NA,NA
1997,final,BA,EE,1,NA,NA
1997,final,BA,MT,5,NA,NA
1997,final,BA,SI,7,NA,NA
1997,final,BA,PL,4,NA,NA
1997,final,BA,GR,0,NA,NA
1997,final,BA,HU,0,NA,NA
1997,final,BA,SE,0,NA,NA
1997,final,BA,RU,0,NA,NA
1997,final,BA,DK,0,NA,NA
1997,final,BA,HR,2,NA,NA
1997,final,BA,DE,0,NA,NA
1997,final,BA,IS,0,NA,NA
1997,final,BA,AT,0,NA,NA
1997,final,BA,CH,0,NA,NA
1997,final,BA,NL,0,NA,NA
1997,final,BA,NO,0,NA,NA
1997,final,BA,PT,0,NA,NA
1997,final,HR,GB,12,NA,NA
1997,final,HR,IE,6,NA,NA
1997,final,HR,TR,0,NA,NA
1997,final,HR,IT,10,NA,NA
1997,final,HR,CY,4,NA,NA
1997,final,HR,ES,0,NA,NA
1997,final,HR,FR,0,NA,NA
1997,final,HR,EE,0,NA,NA
1997,final,HR,MT,8,NA,NA
1997,final,HR,SI,3,NA,NA
1997,final,HR,PL,0,NA,NA
1997,final,HR,GR,7,NA,NA
1997,final,HR,HU,2,NA,NA
1997,final,HR,SE,0,NA,NA
1997,final,HR,RU,0,NA,NA
1997,final,HR,DK,0,NA,NA
1997,final,HR,DE,5,NA,NA
1997,final,HR,BA,1,NA,NA
1997,final,HR,IS,0,NA,NA
1997,final,HR,AT,0,NA,NA
1997,final,HR,CH,0,NA,NA
1997,final,HR,NL,0,NA,NA
1997,final,HR,NO,0,NA,NA
1997,final,HR,PT,0,NA,NA
1997,final,CY,GB,7,NA,NA
1997,final,CY,IE,8,NA,NA
1997,final,CY,TR,0,NA,NA
1997,final,CY,IT,6,NA,NA
1997,final,CY,ES,10,NA,NA
1997,final,CY,FR,3,NA,NA
1997,final,CY,EE,1,NA,NA
1997,final,CY,MT,5,NA,NA
1997,final,CY,SI,2,NA,NA
1997,final,CY,PL,0,NA,NA
1997,final,CY,GR,12,NA,NA
1997,final,CY,HU,0,NA,NA
1997,final,CY,SE,0,NA,NA
1997,final,CY,RU,0,NA,NA
1997,final,CY,DK,0,NA,NA
1997,final,CY,HR,4,NA,NA
1997,final,CY,DE,0,NA,NA
1997,final,CY,BA,0,NA,NA
1997,final,CY,IS,0,NA,NA
1997,final,CY,AT,0,NA,NA
1997,final,CY,CH,0,NA,NA
1997,final,CY,NL,0,NA,NA
1997,final,CY,NO,0,NA,NA
1997,final,CY,PT,0,NA,NA
1997,final,DK,GB,12,NA,NA
1997,final,DK,IE,10,NA,NA
1997,final,DK,TR,0,NA,NA
1997,final,DK,IT,4,NA,NA
1997,final,DK,CY,7,NA,NA
1997,final,DK,ES,2,NA,NA
1997,final,DK,FR,1,NA,NA
1997,final,DK,EE,8,NA,NA
1997,final,DK,MT,3,NA,NA
1997,final,DK,SI,0,NA,NA
1997,final,DK,PL,5,NA,NA
1997,final,DK,GR,0,NA,NA
1997,final,DK,HU,0,NA,NA
1997,final,DK,SE,6,NA,NA
1997,final,DK,RU,0,NA,NA
1997,final,DK,HR,0,NA,NA
1997,final,DK,DE,0,NA,NA
1997,final,DK,BA,0,NA,NA
1997,final,DK,IS,0,NA,NA
1997,final,DK,AT,0,NA,NA
1997,final,DK,CH,0,NA,NA
1997,final,DK,NL,0,NA,NA
1997,final,DK,NO,0,NA,NA
1997,final,DK,PT,0,NA,NA
1997,final,EE,GB,10,NA,NA
1997,final,EE,IE,8,NA,NA
1997,final,EE,TR,6,NA,NA
1997,final,EE,IT,0,NA,NA
1997,final,EE,CY,1,NA,NA
1997,final,EE,ES,0,NA,NA
1997,final,EE,FR,12,NA,NA
1997,final,EE,MT,0,NA,NA
1997,final,EE,SI,4,NA,NA
1997,final,EE,PL,3,NA,NA
1997,final,EE,GR,0,NA,NA
1997,final,EE,HU,5,NA,NA
1997,final,EE,SE,0,NA,NA
1997,final,EE,RU,7,NA,NA
1997,final,EE,DK,0,NA,NA
1997,final,EE,HR,0,NA,NA
1997,final,EE,DE,0,NA,NA
1997,final,EE,BA,0,NA,NA
1997,final,EE,IS,2,NA,NA
1997,final,EE,AT,0,NA,NA
1997,final,EE,CH,0,NA,NA
1997,final,EE,NL,0,NA,NA
1997,final,EE,NO,0,NA,NA
1997,final,EE,PT,0,NA,NA
1997,final,FR,GB,12,NA,NA
1997,final,FR,IE,10,NA,NA
1997,final,FR,TR,6,NA,NA
1997,final,FR,IT,0,NA,NA
1997,final,FR,CY,4,NA,NA
1997,final,FR,ES,2,NA,NA
1997,final,FR,EE,8,NA,NA
1997,final,FR,MT,1,NA,NA
1997,final,FR,SI,7,NA,NA
1997,final,FR,PL,3,NA,NA
1997,final,FR,GR,0,NA,NA
1997,final,FR,HU,5,NA,NA
1997,final,FR,SE,0,NA,NA
1997,final,FR,RU,0,NA,NA
1997,final,FR,DK,0,NA,NA
1997,final,FR,HR,0,NA,NA
1997,final,FR,DE,0,NA,NA
1997,final,FR,BA,0,NA,NA
1997,final,FR,IS,0,NA,NA
1997,final,FR,AT,0,NA,NA
1997,final,FR,CH,0,NA,NA
1997,final,FR,NL,0,NA,NA
1997,final,FR,NO,0,NA,NA
1997,final,FR,PT,0,NA,NA
1997,final,DE,GB,10,NA,NA
1997,final,DE,IE,8,NA,NA
1997,final,DE,TR,12,NA,NA
1997,final,DE,IT,4,NA,NA
1997,final,DE,CY,5,NA,NA
1997,final,DE,ES,2,NA,NA
1997,final,DE,FR,0,NA,NA
1997,final,DE,EE,7,NA,NA
1997,final,DE,MT,0,NA,NA
1997,final,DE,SI,0,NA,NA
1997,final,DE,PL,6,NA,NA
1997,final,DE,GR,0,NA,NA
1997,final,DE,HU,0,NA,NA
1997,final,DE,SE,0,NA,NA
1997,final,DE,RU,0,NA,NA
1997,final,DE,DK,0,NA,NA
1997,final,DE,HR,1,NA,NA
1997,final,DE,BA,3,NA,NA
1997,final,DE,IS,0,NA,NA
1997,final,DE,AT,0,NA,NA
1997,final,DE,CH,0,NA,NA
1997,final,DE,NL,0,NA,NA
1997,final,DE,NO,0,NA,NA
1997,final,DE,PT,0,NA,NA
1997,final,GR,GB,10,NA,NA
1997,final,GR,IE,0,NA,NA
1997,final,GR,TR,7,NA,NA
1997,final,GR,IT,5,NA,NA
1997,final,GR,CY,12,NA,NA
1997,final,GR,ES,6,NA,NA
1997,final,GR,FR,4,NA,NA
1997,final,GR,EE,0,NA,NA
1997,final,GR,MT,8,NA,NA
1997,final,GR,SI,3,NA,NA
1997,final,GR,PL,1,NA,NA
1997,final,GR,HU,0,NA,NA
1997,final,GR,SE,0,NA,NA
1997,final,GR,RU,0,NA,NA
1997,final,GR,DK,2,NA,NA
1997,final,GR,HR,0,NA,NA
1997,final,GR,DE,0,NA,NA
1997,final,GR,BA,0,NA,NA
1997,final,GR,IS,0,NA,NA
1997,final,GR,AT,0,NA,NA
1997,final,GR,CH,0,NA,NA
1997,final,GR,NL,0,NA,NA
1997,final,GR,NO,0,NA,NA
1997,final,GR,PT,0,NA,NA
1997,final,HU,GB,12,NA,NA
1997,final,HU,IE,8,NA,NA
1997,final,HU,TR,6,NA,NA
1997,final,HU,IT,3,NA,NA
1997,final,HU,CY,0,NA,NA
1997,final,HU,ES,10,NA,NA
1997,final,HU,FR,2,NA,NA
1997,final,HU,EE,4,NA,NA
1997,final,HU,MT,0,NA,NA
1997,final,HU,SI,0,NA,NA
1997,final,HU,PL,7,NA,NA
1997,final,HU,GR,0,NA,NA
1997,final,HU,SE,0,NA,NA
1997,final,HU,RU,0,NA,NA
1997,final,HU,DK,0,NA,NA
1997,final,HU,HR,0,NA,NA
1997,final,HU,DE,1,NA,NA
1997,final,HU,BA,0,NA,NA
1997,final,HU,IS,0,NA,NA
1997,final,HU,AT,5,NA,NA
1997,final,HU,CH,0,NA,NA
1997,final,HU,NL,0,NA,NA
1997,final,HU,NO,0,NA,NA
1997,final,HU,PT,0,NA,NA
1997,final,IS,GB,8,NA,NA
1997,final,IS,IE,0,NA,NA
1997,final,IS,TR,7,NA,NA
1997,final,IS,IT,1,NA,NA
1997,final,IS,CY,12,NA,NA
1997,final,IS,ES,0,NA,NA
1997,final,IS,FR,10,NA,NA
1997,final,IS,EE,2,NA,NA
1997,final,IS,MT,0,NA,NA
1997,final,IS,SI,3,NA,NA
1997,final,IS,PL,0,NA,NA
1997,final,IS,GR,0,NA,NA
1997,final,IS,HU,5,NA,NA
1997,final,IS,SE,4,NA,NA
1997,final,IS,RU,0,NA,NA
1997,final,IS,DK,6,NA,NA
1997,final,IS,HR,0,NA,NA
1997,final,IS,DE,0,NA,NA
1997,final,IS,BA,0,NA,NA
1997,final,IS,AT,0,NA,NA
1997,final,IS,CH,0,NA,NA
1997,final,IS,NL,0,NA,NA
1997,final,IS,NO,0,NA,NA
1997,final,IS,PT,0,NA,NA
1997,final,IE,GB,12,NA,NA
1997,final,IE,TR,2,NA,NA
1997,final,IE,IT,1,NA,NA
1997,final,IE,CY,3,NA,NA
1997,final,IE,ES,6,NA,NA
1997,final,IE,FR,10,NA,NA
1997,final,IE,EE,8,NA,NA
1997,final,IE,MT,7,NA,NA
1997,final,IE,SI,0,NA,NA
1997,final,IE,PL,0,NA,NA
1997,final,IE,GR,0,NA,NA
1997,final,IE,HU,4,NA,NA
1997,final,IE,SE,5,NA,NA
1997,final,IE,RU,0,NA,NA
1997,final,IE,DK,0,NA,NA
1997,final,IE,HR,0,NA,NA
1997,final,IE,DE,0,NA,NA
1997,final,IE,BA,0,NA,NA
1997,final,IE,IS,0,NA,NA
1997,final,IE,AT,0,NA,NA
1997,final,IE,CH,0,NA,NA
1997,final,IE,NL,0,NA,NA
1997,final,IE,NO,0,NA,NA
1997,final,IE,PT,0,NA,NA
1997,final,IT,GB,8,NA,NA
1997,final,IT,IE,10,NA,NA
1997,final,IT,TR,7,NA,NA
1997,final,IT,CY,4,NA,NA
1997,final,IT,ES,3,NA,NA
1997,final,IT,FR,0,NA,NA
1997,final,IT,EE,12,NA,NA
1997,final,IT,MT,6,NA,NA
1997,final,IT,SI,0,NA,NA
1997,final,IT,PL,1,NA,NA
1997,final,IT,GR,0,NA,NA
1997,final,IT,HU,0,NA,NA
1997,final,IT,SE,0,NA,NA
1997,final,IT,RU,0,NA,NA
1997,final,IT,DK,0,NA,NA
1997,final,IT,HR,0,NA,NA
1997,final,IT,DE,5,NA,NA
1997,final,IT,BA,0,NA,NA
1997,final,IT,IS,0,NA,NA
1997,final,IT,AT,0,NA,NA
1997,final,IT,CH,2,NA,NA
1997,final,IT,NL,0,NA,NA
1997,final,IT,NO,0,NA,NA
1997,final,IT,PT,0,NA,NA
1997,final,MT,GB,1,NA,NA
1997,final,MT,IE,0,NA,NA
1997,final,MT,TR,10,NA,NA
1997,final,MT,IT,0,NA,NA
1997,final,MT,CY,7,NA,NA
1997,final,MT,ES,12,NA,NA
1997,final,MT,FR,0,NA,NA
1997,final,MT,EE,0,NA,NA
1997,final,MT,SI,5,NA,NA
1997,final,MT,PL,0,NA,NA
1997,final,MT,GR,6,NA,NA
1997,final,MT,HU,2,NA,NA
1997,final,MT,SE,0,NA,NA
1997,final,MT,RU,0,NA,NA
1997,final,MT,DK,0,NA,NA
1997,final,MT,HR,8,NA,NA
1997,final,MT,DE,3,NA,NA
1997,final,MT,BA,0,NA,NA
1997,final,MT,IS,0,NA,NA
1997,final,MT,AT,0,NA,NA
1997,final,MT,CH,0,NA,NA
1997,final,MT,NL,4,NA,NA
1997,final,MT,NO,0,NA,NA
1997,final,MT,PT,0,NA,NA
1997,final,NL,GB,12,NA,NA
1997,final,NL,IE,4,NA,NA
1997,final,NL,TR,2,NA,NA
1997,final,NL,IT,7,NA,NA
1997,final,NL,CY,10,NA,NA
1997,final,NL,ES,6,NA,NA
1997,final,NL,FR,5,NA,NA
1997,final,NL,EE,0,NA,NA
1997,final,NL,MT,0,NA,NA
1997,final,NL,SI,0,NA,NA
1997,final,NL,PL,1,NA,NA
1997,final,NL,GR,0,NA,NA
1997,final,NL,HU,0,NA,NA
1997,final,NL,SE,0,NA,NA
1997,final,NL,RU,8,NA,NA
1997,final,NL,DK,0,NA,NA
1997,final,NL,HR,0,NA,NA
1997,final,NL,DE,0,NA,NA
1997,final,NL,BA,0,NA,NA
1997,final,NL,IS,0,NA,NA
1997,final,NL,AT,3,NA,NA
1997,final,NL,CH,0,NA,NA
1997,final,NL,NO,0,NA,NA
1997,final,NL,PT,0,NA,NA
1997,final,NO,GB,6,NA,NA
1997,final,NO,IE,3,NA,NA
1997,final,NO,TR,0,NA,NA
1997,final,NO,IT,0,NA,NA
1997,final,NO,CY,2,NA,NA
1997,final,NO,ES,0,NA,NA
1997,final,NO,FR,12,NA,NA
1997,final,NO,EE,0,NA,NA
1997,final,NO,MT,10,NA,NA
1997,final,NO,SI,0,NA,NA
1997,final,NO,PL,4,NA,NA
1997,final,NO,GR,5,NA,NA
1997,final,NO,HU,0,NA,NA
1997,final,NO,SE,8,NA,NA
1997,final,NO,RU,1,NA,NA
1997,final,NO,DK,7,NA,NA
1997,final,NO,HR,0,NA,NA
1997,final,NO,DE,0,NA,NA
1997,final,NO,BA,0,NA,NA
1997,final,NO,IS,0,NA,NA
1997,final,NO,AT,0,NA,NA
1997,final,NO,CH,0,NA,NA
1997,final,NO,NL,0,NA,NA
1997,final,NO,PT,0,NA,NA
1997,final,PL,GB,10,NA,NA
1997,final,PL,IE,7,NA,NA
1997,final,PL,TR,0,NA,NA
1997,final,PL,IT,8,NA,NA
